,name,gender,关注,粉丝,time,rating,text,useful
81,无疆行,male,9,922,2018/12/17,width:100%;,游玩西江千户苗寨景区，必去的景点之一就是西江苗族博物馆。博物馆无需门票，面积不大，两层楼高，每一层几间房，房间有各种苗族的习俗介绍，对我们了解苗族文化帮助很大，慢慢玩，半个小时足够了。,有用 （0）
82,远方的征途,male,11,114,2018/12/11,width:80%;,西江千户苗寨博物馆就在苗寨之内，博物馆本身是不在收费的，但是需要凭西江千户苗寨景区的门票进入，整个博物馆就分上下两层，分为几个展厅，展示内容包括宗教信仰、银饰服装、建筑技艺、苗医苗药、以及婚丧嫁娶事宜等等，是到苗寨来必游的景点之一。,有用 （0）
83,俺村我最俊,female,424,145,2018/11/10,width:100%;,博物馆可以免费参观。 内里展示的，当然少不了苗族的文化展览，有银器及民族服装等详细介绍及展示。 还有不少的特色展示品，景泰蓝食物盘这个好少...总的来说文化历史悠久！,有用 （0）
84,蛉啊子,male,4,299,2018/11/5,width:60%;,博物馆就在西江苗寨的中心，篮球场和广场的旁边，虽然不大，但还是值得一看，了解西江千户苗寨的历史和现状。博物馆是免费的，凭身份证就可以入内参观。,有用 （0）
85,GOODTIME2016,female,2,17,2018/10/15,width:80%;,博物馆不大，不用再单独购票了，外观是一座苗族吊脚楼。里面介绍了苗族人的起居生活习惯及现在的概况，对了解苗寨生活还是很有帮助的。,有用 （0）
86,浙江年年游,male,8,221,2018/10/2,width:100%;,位于西江千户苗寨景区内，可凭身份证免费参观。馆内共有两层，不同的展厅向游客展示苗族的文化，服饰，生活用品等。通过参观可以了解到苗族的文化风俗，印象深刻。,有用 （0）
87,吃喝玩乐好开心,male,13,278,2018/9/21,width:60%;,西江苗寨博物馆在西江千户苗寨景区里，不需要额外买票的。排队的人不多，就去看看。里面放了一些老物件，展示了一些老苗寨的历史习俗！,有用 （0）
88,_WeCh****522404,female,2,0,2018/9/14,width:100%;,必游景点！了解西江苗寨的风土人情！生活习俗！,有用 （0）
89,马百人,male,8,1097,2018/8/20,width:80%;,这个博物馆把苗寨的文化品味提升了一个档次，来苗寨务必看看，否则的话，除了吃的就是喝的，实在没什么特别的了，——商业化意味这么浓。博物馆里面关于苗寨的历史文化，医药，习俗，住宅，社会结构介绍都比较全面，,有用 （0）
90,凌--,male,2,2,2018/8/12,width:100%;,博物馆虽不大，但是展厅不少，里面的展览简洁却又完好的展示了苗寨人民的传统习俗和文化信仰，是了解苗族和苗寨生活的绝佳去处。,有用 （0）
91,无疆行,male,9,922,2018/7/28,width:100%;,西江苗族博物馆，千户苗寨景区里必去的地方。博物馆有两层楼，主要内容就是苗族的一些特色和历史，从苗族的习俗到民族服饰，都有详细介绍，累了还可以在走廊坐着休息一会。,有用 （0）
92,鱼儿游2007,female,5,842,2018/7/11,width:80%;,"比较有特色的苗族文化，里面有历史，有文化，有一系列习俗。分了好几个厅。可以看看，蛮有意思的。让大家充分了解了苗寨文化。更喜欢了苗寨文化。
这个还是蛮推荐的，给我们这种游客增加点知识，也是更了解了文化。推荐给大家哟。",有用 （0）
93,小马恒恒,male,23,26,2018/6/17,width:100%;,设置在西江千户苗寨景区内，很应景。从这里盛产的米酒打造过程开始，介绍了苗族的饮食习惯，吊脚楼的建筑程序，酒礼习俗，各年龄段的名族服饰，当然还有苗银，质地与做工都极富苗族特色。整个博物馆整体感觉很悠闲，图片居多。,有用 （0）
94,七月四月,female,2,10,2018/5/30,width:100%;,来西江千户苗寨一定要先去看西江苗族博物馆，一定要花时间仔细看，再去看-一楼的视频，之后再走走看看西江千户苗寨，你才会觉得有一点看懂苗族了,有用 （0）
95,七月四月,female,2,10,2018/5/26,width:100%;,"上午从荔波大巴到西江，4个小时车程，从小北门进1来后，找到住的地方，西江下大雨，就去了博物馆，应该是介绍苗族最专业的啦，仔细看了,",有用 （0）
96,158****6286,female,0,0,2018/5/3,width:80%;,夜晚的苗寨最好看，万家灯火，连同天上的星星，眼花缭乱。,有用 （0）
97,_WeCh****722445,female,0,0,2018/5/1,width:100%;,在这里让我们认识到以前是怎样劳作的，很值得纪念呢！,有用 （0）
98,快乐达达666,male,0,0,2018/4/29,width:80%;,到那里了，但是没有去，里面有啥？,有用 （0）
99,小太阳12345,female,16,3,2018/4/25,width:80%;,当地文化风俗店的展示，苗寨的很多习俗有介绍。,有用 （0）
100,meng,female,0,0,2018/4/16,width:100%;,蛮不错的。里面各种苗族风情。在苗寨里面。,有用 （0）
101,快乐是永远,female,13,36,2018/4/14,width:100%;,千户苗寨的博物馆里有介绍苗寨的习俗，讲究和生活习惯，不用加门票，你进苗寨的票里都包含了。,有用 （0）
102,小波12345678,male,2,37,2018/3/31,width:100%;,值得去看一下啊，这里是西江苗寨的一个博物馆。,有用 （0）
103,快乐是永远,female,13,36,2018/3/26,width:100%;,西江苗寨博物馆不用单独购票，苗寨的门票里包含博物馆的票。苗寨博物银饰品精巧。,有用 （0）
104,顾家100,male,5,0,2018/3/18,width:100%;,在这里看到了苗寨最初的样子，现在我们住的地方确实很好很好了。,有用 （0）
105,竹里清风,male,22,72,2018/2/27,width:80%;,生动的展现了西江地区苗族传统文化的沉淀与苗族文化的理念。,有用 （0）
106,_WeCh****016202,female,3,54,2018/2/5,width:100%;,免费参观，可以去感受一下民俗风情风貌！,有用 （0）
107,changstar,male,25,0,2018/1/30,width:100%;,苗族博物馆里的展品非常有意义。。。,有用 （0）
108,meng,female,0,0,2018/1/14,width:100%;,地方不大，但是介绍很全。里面很多特色介绍。,有用 （0）
109,qingqing11,male,6,39,2017/12/18,width:100%;,可以去参观一下，不会再收门票费！,有用 （0）
110,小眼镜张,female,21,83,2017/12/15,width:100%;,西江千户苗寨博物馆充分展示了苗寨人的生活。,有用 （0）
111,wush,male,8,1,2017/12/5,width:100%;,西江苗族博物馆，很值得去看看。,有用 （0）
112,grace,female,6,16,2017/11/27,width:100%;,了解苗族历史的最佳方法，很有趣！,有用 （0）
113,maxixi,male,0,0,2017/11/22,width:60%;,我个人不大喜欢这些，随便转了一下，家人到看的很仔细,有用 （0）
114,自由自在在,male,12,8,2017/11/18,width:80%;,里面有讲苗族的历史和服饰和银饰,有用 （0）
115,萨达哈鲁_汪,female,19,41,2017/11/9,width:60%;,"#贵州行# | 苗族博物馆

西江千户苗寨景区内的免费博物馆，位置就在三号风雨桥和四号风雨桥之间。

主要介绍了苗族人的生活习俗，长桌宴，婚丧嫁娶，宗教，农业发现等等，馆内的蜡像非常逼真，各种场景展示也不多~苗族人是红白喜事分开来，嫁娶只在晚上进行。苗族人招待客人的餐饭也有将就，看一圈大概一个小时就足够了~",有用 （0）
116,贝尔东方朔,female,0,0,2017/11/5,width:80%;,上次，即去年的時候，曾參加旅行團，到西江瑤族博物館一遊，裏頭主要介紹苗族的演員，然後會介紹到銀器，之後導遊就放我們在哪裏3小時左右，任由到想元介紹人氣及銷售，他們的手工是很不錯，但覺得很沉悶，很浪費時間。,有用 （0）
117,E13****68,male,0,0,2017/10/7,width:80%;,了解苗族风俗的地方，免费，适合请个导游,有用 （0）
118,136****4875,female,0,0,2017/10/6,width:100%;,很有必要的一个博物馆，有四五个馆，农具馆，药馆等。,有用 （0）
119,小眼镜张,female,21,83,2017/9/26,width:100%;,"博物馆,展览着一部苗族发展史诗。",有用 （0）
120,206****089,male,3,0,2017/9/18,width:100%;,具有浓郁民族特色的博物馆，让孩子多多学习了解博大精深的中华民族传统文化，看过之后，收获颇丰。,有用 （0）
121,家有儿女,female,0,0,2017/9/8,width:100%;,博物馆就在商业街边上，地方不太，可以进去看看了解一下。,有用 （0）
122,186****3137,female,0,0,2017/8/28,width:100%;,不用买门票，蛮有趣的，了解苗族文化和历史，风俗。,有用 （0）
123,25****922,male,0,0,2017/8/19,width:60%;,免门票，描述苗族历史，值得看看，了解了苗族迁移历史,有用 （0）
124,跟随孩子的旅游,male,2,27,2017/8/17,width:80%;,这是一个包含在门票里的景点，里面的人很多，很难静下心来去看他的介绍，所以，只能说一般吧。,有用 （0）
125,_ccl43****6828255,male,0,0,2017/8/17,width:100%;,不错，可以看看，挺有民族特点的博物馆！,有用 （0）
126,_CFT01****3742101,female,0,0,2017/8/15,width:100%;,还行吧，了解了千户苗寨的风土人情！,有用 （0）
127,彪标,male,118,1943,2017/8/14,width:80%;,芦笙场对面是苗族博物馆，里面一共有11个展厅。分别有历史厅、生产、生活习俗厅、服饰与银饰厅等，从不同的角度充分的展示了我们苗族人民的聪明与智慧，在这里你可以恭耳聆听到苗族祖先的足迹，透过时空看到苗族的过去与未来……，,有用 （0）
